Head x, Head y, Head z, Spine x, Spine y, Spine z, Left Shoulder x, Left Shoulder y, Left Shoulder z, Right Shoulder x, Right Shoulder y, Right Shoulder z, Hips x, Hips y, Hips z, Left Leg x, Right Leg x, Left Leg y, Right Leg y, Left Leg z, Right Leg z
3.106248,10.37257,29.74452,3.094914,9.691952,29.77018,3.229442,10.14241,29.68417,3.144734,10.14996,29.8202,3.099015,9.539364,29.77551,2.713786,8.906727,29.64025,3.229442,8.784966,29.68417
2.495265,10.01459,29.6973,2.458916,9.3332,29.73122,2.608528,9.779951,29.64292,2.519701,9.791388,29.77881,2.46516,9.180598,29.73269,2.112904,8.526873,29.61257,2.608528,8.426507,29.64292
2.030304,10.12314,29.69935,2.01929,9.44213,29.71429,1.742987,9.89465,29.63789,2.075008,9.898709,29.77491,2.025751,9.289535,29.71536,2.061195,8.52295,29.59816,1.742987,8.596416,29.63789
1.517276,10.02265,29.74399,1.509084,9.339544,29.72932,1.103728,9.79707,29.67584,1.559116,9.79247,29.81287,1.517836,9.187067,29.72782,1.751791,8.450965,29.58688,1.103728,8.572477,29.67584
1.080649,10.10276,29.75913,1.051341,9.419166,29.7573,0.8431495,9.874014,29.69118,1.108444,9.872249,29.82801,1.056493,9.266686,29.76451,0.9146892,8.524489,29.56996,0.8431495,8.546873,29.69118
0.9247414,10.27163,29.73739,0.9115589,9.590755,29.76136,1.013428,10.04171,29.67736,0.9627177,10.0482,29.81356,0.9153597,9.438173,29.76709,0.5538152,8.78903,29.62323,1.013428,8.680017,29.67736
0.4014507,10.38475,29.69577,0.3652038,9.703541,29.73009,0.563763,10.14991,29.64052,0.4252765,10.1619,29.77614,0.3714949,9.550946,29.73198,-0.004745871,8.913125,29.60923,0.563763,8.806599,29.64052
-0.131873,10.28265,29.68092,-0.1476875,9.601786,29.70152,-0.3919467,10.05332,29.621,-0.08926086,10.05842,29.75798,-0.1419736,9.449177,29.70403,-0.1639882,8.683381,29.58792,-0.3919467,8.743087,29.621
-0.6008863,10.0336,29.7257,-0.6027928,9.350925,29.71163,-1.003571,9.808495,29.65812,-0.5554404,9.804424,29.79516,-0.5947037,9.198426,29.70901,-0.3945932,8.454351,29.56574,-1.003571,8.578815,29.65812
-1.104143,10.07855,29.74985,-1.132603,9.394456,29.74447,-1.392004,9.850166,29.6798,-1.076807,9.84715,29.8167,-1.126256,9.242051,29.75227,-1.200734,8.485351,29.55711,-1.392004,8.544003,29.6798
-1.56492,10.19461,29.73773,-1.580992,9.513326,29.76035,-1.514468,9.964657,29.67802,-1.528442,9.970259,29.81435,-1.577296,9.360761,29.76656,-1.922419,8.701313,29.61378,-1.514468,8.600277,29.67802
